"Time";"Thermal power (out)";"Electrical power (in)";"Electrical IT power"
"2019-10-02T12:01:40+02:00";null;null;93080
"2019-10-02T12:01:59+02:00";null;96553;null
"2019-10-02T12:02:03+02:00";86900.002;null;null
"2019-10-02T12:02:10+02:00";null;null;93590
"2019-10-02T12:02:29+02:00";null;97145;null
"2019-10-02T12:02:33+02:00";89099.998;null;null
"2019-10-02T12:02:40+02:00";null;null;93772
"2019-10-02T12:02:59+02:00";null;95298;null
"2019-10-02T12:03:03+02:00";89300.003;null;null
"2019-10-02T12:03:10+02:00";null;null;93646
"2019-10-02T12:03:29+02:00";null;97421;null
"2019-10-02T12:03:33+02:00";89900.002;null;null
"2019-10-02T12:03:40+02:00";null;null;93560
"2019-10-02T12:03:59+02:00";null;96394;null
"2019-10-02T12:04:03+02:00";89599.998;null;null
"2019-10-02T12:04:10+02:00";null;null;94029
"2019-10-02T12:04:29+02:00";null;95552;null
"2019-10-02T12:04:33+02:00";89099.998;null;null
"2019-10-02T12:04:40+02:00";null;null;93823
"2019-10-02T12:04:59+02:00";null;97274;null
"2019-10-02T12:05:03+02:00";88200.005;null;null
"2019-10-02T12:05:10+02:00";null;null;94159
"2019-10-02T12:05:29+02:00";null;96706;null
"2019-10-02T12:05:33+02:00";87900.002;null;null
"2019-10-02T12:05:40+02:00";null;null;94172
"2019-10-02T12:05:59+02:00";null;98077;null
"2019-10-02T12:06:03+02:00";87700.005;null;null
"2019-10-02T12:06:10+02:00";null;null;93123
"2019-10-02T12:06:29+02:00";null;96192;null
"2019-10-02T12:06:33+02:00";87599.998;null;null
"2019-10-02T12:06:40+02:00";null;null;93065
"2019-10-02T12:06:59+02:00";null;96224;null
"2019-10-02T12:07:03+02:00";87099.998;null;null
"2019-10-02T12:07:10+02:00";null;null;92983
"2019-10-02T12:07:29+02:00";null;97463;null
"2019-10-02T12:07:33+02:00";87400.002;null;null
"2019-10-02T12:07:40+02:00";null;null;92934
"2019-10-02T12:07:59+02:00";null;97449;null
"2019-10-02T12:08:03+02:00";87300.003;null;null
"2019-10-02T12:08:10+02:00";null;null;92024
"2019-10-02T12:08:29+02:00";null;97352;null
"2019-10-02T12:08:33+02:00";87300.003;null;null
"2019-10-02T12:08:40+02:00";null;null;92408
"2019-10-02T12:08:59+02:00";null;95118;null
"2019-10-02T12:09:03+02:00";87800.003;null;null
"2019-10-02T12:09:10+02:00";null;null;93086
"2019-10-02T12:09:29+02:00";null;97116;null
"2019-10-02T12:09:33+02:00";88200.005;null;null
"2019-10-02T12:09:40+02:00";null;null;93421
"2019-10-02T12:09:59+02:00";null;97729;null
"2019-10-02T12:10:03+02:00";88200.005;null;null
"2019-10-02T12:10:10+02:00";null;null;94133
"2019-10-02T12:10:29+02:00";null;96871;null
"2019-10-02T12:10:33+02:00";88200.005;null;null
"2019-10-02T12:10:40+02:00";null;null;93746
"2019-10-02T12:10:59+02:00";null;97087;null
"2019-10-02T12:11:03+02:00";88400.002;null;null
"2019-10-02T12:11:10+02:00";null;null;93097
"2019-10-02T12:11:29+02:00";null;97462;null
"2019-10-02T12:11:33+02:00";88400.002;null;null
"2019-10-02T12:11:40+02:00";null;null;93177
"2019-10-02T12:11:59+02:00";null;96626;null
"2019-10-02T12:12:03+02:00";88599.998;null;null
"2019-10-02T12:12:10+02:00";null;null;93802
"2019-10-02T12:12:29+02:00";null;96834;null
"2019-10-02T12:12:33+02:00";88800.003;null;null
"2019-10-02T12:12:40+02:00";null;null;93662
"2019-10-02T12:12:59+02:00";null;94634;null
"2019-10-02T12:13:03+02:00";89000;null;null
"2019-10-02T12:13:10+02:00";null;null;93823
"2019-10-02T12:13:29+02:00";null;99279;null
"2019-10-02T12:13:33+02:00";89000;null;null
"2019-10-02T12:13:40+02:00";null;null;94149
"2019-10-02T12:13:59+02:00";null;96664;null
"2019-10-02T12:14:03+02:00";89000;null;null
"2019-10-02T12:14:10+02:00";null;null;93076
"2019-10-02T12:14:29+02:00";null;97065;null
"2019-10-02T12:14:33+02:00";89000;null;null
"2019-10-02T12:14:40+02:00";null;null;92777
"2019-10-02T12:14:59+02:00";null;97326;null
"2019-10-02T12:15:03+02:00";89000;null;null
"2019-10-02T12:15:10+02:00";null;null;94108
"2019-10-02T12:15:29+02:00";null;96115;null
"2019-10-02T12:15:33+02:00";88900.002;null;null
"2019-10-02T12:15:40+02:00";null;null;93824
"2019-10-02T12:15:59+02:00";null;97429;null
"2019-10-02T12:16:03+02:00";89000;null;null
"2019-10-02T12:16:10+02:00";null;null;94476
"2019-10-02T12:16:29+02:00";null;97051;null
"2019-10-02T12:16:33+02:00";89400.002;null;null
"2019-10-02T12:16:40+02:00";null;null;94649
"2019-10-02T12:16:59+02:00";null;97405;null
"2019-10-02T12:17:03+02:00";88700.005;null;null
"2019-10-02T12:17:10+02:00";null;null;93791
"2019-10-02T12:17:29+02:00";null;96159;null
"2019-10-02T12:17:33+02:00";89599.998;null;null
"2019-10-02T12:17:40+02:00";null;null;93380
"2019-10-02T12:17:59+02:00";null;96759;null
"2019-10-02T12:18:03+02:00";90599.998;null;null
"2019-10-02T12:18:10+02:00";null;null;93714
"2019-10-02T12:18:29+02:00";null;96884;null
"2019-10-02T12:18:33+02:00";91200.005;null;null
"2019-10-02T12:18:40+02:00";null;null;94392
"2019-10-02T12:18:59+02:00";null;98000;null
"2019-10-02T12:19:03+02:00";91800.003;null;null
"2019-10-02T12:19:10+02:00";null;null;93907
"2019-10-02T12:19:29+02:00";null;97378;null
"2019-10-02T12:19:33+02:00";91200.005;null;null
"2019-10-02T12:19:40+02:00";null;null;93910
"2019-10-02T12:19:59+02:00";null;97409;null
"2019-10-02T12:20:03+02:00";91300.003;null;null
"2019-10-02T12:20:10+02:00";null;null;93031
"2019-10-02T12:20:29+02:00";null;97433;null
"2019-10-02T12:20:33+02:00";91700.005;null;null
"2019-10-02T12:20:40+02:00";null;null;92299
"2019-10-02T12:20:59+02:00";null;96549;null
"2019-10-02T12:21:03+02:00";92000;null;null
"2019-10-02T12:21:10+02:00";null;null;92809
"2019-10-02T12:21:29+02:00";null;96469;null
"2019-10-02T12:21:33+02:00";92500;null;null
"2019-10-02T12:21:40+02:00";null;null;93062
"2019-10-02T12:21:59+02:00";null;97652;null
"2019-10-02T12:22:03+02:00";92200.005;null;null
"2019-10-02T12:22:10+02:00";null;null;93364
"2019-10-02T12:22:29+02:00";null;97856;null
"2019-10-02T12:22:33+02:00";92300.003;null;null
"2019-10-02T12:22:40+02:00";null;null;93753
"2019-10-02T12:22:59+02:00";null;96874;null
"2019-10-02T12:23:03+02:00";92599.998;null;null
"2019-10-02T12:23:10+02:00";null;null;93163
"2019-10-02T12:23:29+02:00";null;97282;null
"2019-10-02T12:23:33+02:00";92599.998;null;null
"2019-10-02T12:23:40+02:00";null;null;92377
"2019-10-02T12:23:59+02:00";null;95994;null
"2019-10-02T12:24:03+02:00";92400.002;null;null
"2019-10-02T12:24:10+02:00";null;null;93408
"2019-10-02T12:24:29+02:00";null;96988;null
"2019-10-02T12:24:33+02:00";92400.002;null;null
"2019-10-02T12:24:40+02:00";null;null;93414
"2019-10-02T12:24:59+02:00";null;95729;null
"2019-10-02T12:25:03+02:00";92900.002;null;null
"2019-10-02T12:25:10+02:00";null;null;93229
"2019-10-02T12:25:29+02:00";null;96294;null
"2019-10-02T12:25:33+02:00";92900.002;null;null
"2019-10-02T12:25:40+02:00";null;null;93864
"2019-10-02T12:25:59+02:00";null;97184;null
"2019-10-02T12:26:03+02:00";93000;null;null
"2019-10-02T12:26:10+02:00";null;null;94410
"2019-10-02T12:26:29+02:00";null;97647;null
"2019-10-02T12:26:33+02:00";92700.005;null;null
"2019-10-02T12:26:40+02:00";null;null;93609
"2019-10-02T12:26:59+02:00";null;96775;null
"2019-10-02T12:27:03+02:00";92700.005;null;null
"2019-10-02T12:27:10+02:00";null;null;94243
"2019-10-02T12:27:29+02:00";null;99448;null
"2019-10-02T12:27:33+02:00";92300.003;null;null
"2019-10-02T12:27:40+02:00";null;null;94788
"2019-10-02T12:27:59+02:00";null;95239;null
"2019-10-02T12:28:03+02:00";92300.003;null;null
"2019-10-02T12:28:10+02:00";null;null;94071
"2019-10-02T12:28:29+02:00";null;97053;null
"2019-10-02T12:28:33+02:00";91900.002;null;null
"2019-10-02T12:28:40+02:00";null;null;93358
"2019-10-02T12:28:59+02:00";null;95379;null
"2019-10-02T12:29:03+02:00";91700.005;null;null
"2019-10-02T12:29:10+02:00";null;null;92883
"2019-10-02T12:29:29+02:00";null;96852;null
"2019-10-02T12:29:33+02:00";91300.003;null;null
"2019-10-02T12:29:40+02:00";null;null;93538
"2019-10-02T12:29:59+02:00";null;97165;null
"2019-10-02T12:30:03+02:00";91200.005;null;null
"2019-10-02T12:30:10+02:00";null;null;94511
"2019-10-02T12:30:29+02:00";null;96757;null
"2019-10-02T12:30:33+02:00";91300.003;null;null
"2019-10-02T12:30:40+02:00";null;null;94684
"2019-10-02T12:30:59+02:00";null;96978;null
"2019-10-02T12:31:03+02:00";91700.005;null;null
"2019-10-02T12:31:10+02:00";null;null;94532
"2019-10-02T12:31:29+02:00";null;96723;null
"2019-10-02T12:31:33+02:00";91300.003;null;null
"2019-10-02T12:31:40+02:00";null;null;94255
"2019-10-02T12:31:59+02:00";null;97342;null
"2019-10-02T12:32:03+02:00";91000;null;null
"2019-10-02T12:32:10+02:00";null;null;93356
"2019-10-02T12:32:29+02:00";null;95640;null
"2019-10-02T12:32:33+02:00";91000;null;null
"2019-10-02T12:32:40+02:00";null;null;93647
"2019-10-02T12:32:59+02:00";null;98310;null
"2019-10-02T12:33:03+02:00";91000;null;null
"2019-10-02T12:33:10+02:00";null;null;95090
"2019-10-02T12:33:29+02:00";null;98195;null
"2019-10-02T12:33:33+02:00";90700.005;null;null
"2019-10-02T12:33:40+02:00";null;null;94896
"2019-10-02T12:33:59+02:00";null;96842;null
"2019-10-02T12:34:03+02:00";90300.003;null;null
"2019-10-02T12:34:10+02:00";null;null;94139
"2019-10-02T12:34:29+02:00";null;96839;null
"2019-10-02T12:34:33+02:00";90099.998;null;null
"2019-10-02T12:34:40+02:00";null;null;94767
"2019-10-02T12:34:59+02:00";null;98354;null
"2019-10-02T12:35:03+02:00";91000;null;null
"2019-10-02T12:35:10+02:00";null;null;94632
"2019-10-02T12:35:29+02:00";null;96777;null
"2019-10-02T12:35:33+02:00";91900.002;null;null
"2019-10-02T12:35:40+02:00";null;null;93912
"2019-10-02T12:35:59+02:00";null;98917;null
"2019-10-02T12:36:03+02:00";93599.998;null;null
"2019-10-02T12:36:10+02:00";null;null;93299
"2019-10-02T12:36:29+02:00";null;96898;null
"2019-10-02T12:36:33+02:00";94000;null;null
"2019-10-02T12:36:40+02:00";null;null;94123
"2019-10-02T12:36:59+02:00";null;96832;null
"2019-10-02T12:37:03+02:00";93599.998;null;null
"2019-10-02T12:37:10+02:00";null;null;94809
"2019-10-02T12:37:29+02:00";null;98895;null
"2019-10-02T12:37:33+02:00";93300.003;null;null
"2019-10-02T12:37:40+02:00";null;null;94755
"2019-10-02T12:37:59+02:00";null;96791;null
"2019-10-02T12:38:03+02:00";93200.005;null;null
"2019-10-02T12:38:10+02:00";null;null;92930
"2019-10-02T12:38:29+02:00";null;97186;null
"2019-10-02T12:38:33+02:00";93000;null;null
"2019-10-02T12:38:40+02:00";null;null;92083
"2019-10-02T12:38:59+02:00";null;96821;null
"2019-10-02T12:39:03+02:00";93200.005;null;null
"2019-10-02T12:39:10+02:00";null;null;93746
"2019-10-02T12:39:29+02:00";null;96679;null
"2019-10-02T12:39:33+02:00";93200.005;null;null
"2019-10-02T12:39:40+02:00";null;null;93820
"2019-10-02T12:39:59+02:00";null;96641;null
"2019-10-02T12:40:03+02:00";93300.003;null;null
"2019-10-02T12:40:10+02:00";null;null;93690
"2019-10-02T12:40:29+02:00";null;98055;null
"2019-10-02T12:40:33+02:00";93300.003;null;null
"2019-10-02T12:40:40+02:00";null;null;93896
"2019-10-02T12:40:59+02:00";null;97631;null
"2019-10-02T12:41:03+02:00";93400.002;null;null
"2019-10-02T12:41:10+02:00";null;null;93452
"2019-10-02T12:41:29+02:00";null;96837;null
"2019-10-02T12:41:33+02:00";93400.002;null;null
"2019-10-02T12:41:40+02:00";null;null;93603
"2019-10-02T12:41:59+02:00";null;96541;null
"2019-10-02T12:42:03+02:00";93599.998;null;null
"2019-10-02T12:42:10+02:00";null;null;94093
"2019-10-02T12:42:29+02:00";null;96592;null
"2019-10-02T12:42:33+02:00";93599.998;null;null
"2019-10-02T12:42:40+02:00";null;null;93893
"2019-10-02T12:42:59+02:00";null;97432;null
"2019-10-02T12:43:03+02:00";94000;null;null
"2019-10-02T12:43:10+02:00";null;null;93479
"2019-10-02T12:43:29+02:00";null;97770;null
"2019-10-02T12:43:33+02:00";94200.005;null;null
"2019-10-02T12:43:40+02:00";null;null;93633
"2019-10-02T12:43:59+02:00";null;95622;null
"2019-10-02T12:44:03+02:00";94200.005;null;null
"2019-10-02T12:44:10+02:00";null;null;95256
"2019-10-02T12:44:29+02:00";null;97129;null
"2019-10-02T12:44:33+02:00";94000;null;null
"2019-10-02T12:44:40+02:00";null;null;95749
"2019-10-02T12:44:59+02:00";null;97011;null
"2019-10-02T12:45:03+02:00";94000;null;null
"2019-10-02T12:45:10+02:00";null;null;94155
"2019-10-02T12:45:29+02:00";null;98442;null
"2019-10-02T12:45:33+02:00";94500;null;null
"2019-10-02T12:45:40+02:00";null;null;93626
"2019-10-02T12:45:59+02:00";null;97064;null
"2019-10-02T12:46:03+02:00";94500;null;null
"2019-10-02T12:46:10+02:00";null;null;94056
"2019-10-02T12:46:29+02:00";null;97519;null
"2019-10-02T12:46:33+02:00";94000;null;null
"2019-10-02T12:46:40+02:00";null;null;93653
"2019-10-02T12:46:59+02:00";null;96808;null
"2019-10-02T12:47:03+02:00";94300.003;null;null
"2019-10-02T12:47:10+02:00";null;null;93128
"2019-10-02T12:47:29+02:00";null;98096;null
"2019-10-02T12:47:33+02:00";93200.005;null;null
"2019-10-02T12:47:40+02:00";null;null;92986
"2019-10-02T12:47:59+02:00";null;97288;null
"2019-10-02T12:48:03+02:00";92700.005;null;null
"2019-10-02T12:48:10+02:00";null;null;94237
"2019-10-02T12:48:29+02:00";null;97424;null
"2019-10-02T12:48:33+02:00";92300.003;null;null
"2019-10-02T12:48:40+02:00";null;null;94859
"2019-10-02T12:48:59+02:00";null;96898;null
"2019-10-02T12:49:03+02:00";92200.005;null;null
"2019-10-02T12:49:10+02:00";null;null;93605
"2019-10-02T12:49:29+02:00";null;97598;null
"2019-10-02T12:49:33+02:00";92800.003;null;null
"2019-10-02T12:49:40+02:00";null;null;92979
"2019-10-02T12:49:59+02:00";null;98907;null
"2019-10-02T12:50:03+02:00";92300.003;null;null
"2019-10-02T12:50:10+02:00";null;null;93484
"2019-10-02T12:50:29+02:00";null;97011;null
"2019-10-02T12:50:33+02:00";92700.005;null;null
"2019-10-02T12:50:40+02:00";null;null;93854
"2019-10-02T12:50:59+02:00";null;94387;null
"2019-10-02T12:51:03+02:00";92599.998;null;null
"2019-10-02T12:51:10+02:00";null;null;94163
"2019-10-02T12:51:29+02:00";null;98150;null
"2019-10-02T12:51:33+02:00";92900.002;null;null
"2019-10-02T12:51:40+02:00";null;null;93892
"2019-10-02T12:51:59+02:00";null;96508;null
"2019-10-02T12:52:03+02:00";93300.003;null;null
"2019-10-02T12:52:10+02:00";null;null;93529
"2019-10-02T12:52:29+02:00";null;96091;null
"2019-10-02T12:52:33+02:00";92200.005;null;null
"2019-10-02T12:52:40+02:00";null;null;94176
"2019-10-02T12:52:59+02:00";null;96027;null
"2019-10-02T12:53:03+02:00";91700.005;null;null
"2019-10-02T12:53:10+02:00";null;null;94547
"2019-10-02T12:53:29+02:00";null;97616;null
"2019-10-02T12:53:33+02:00";91700.005;null;null
"2019-10-02T12:53:40+02:00";null;null;94401
"2019-10-02T12:53:59+02:00";null;97758;null
"2019-10-02T12:54:03+02:00";91900.002;null;null
"2019-10-02T12:54:10+02:00";null;null;93925
"2019-10-02T12:54:29+02:00";null;98924;null
"2019-10-02T12:54:33+02:00";91300.003;null;null
"2019-10-02T12:54:40+02:00";null;null;93080
"2019-10-02T12:54:59+02:00";null;97025;null
"2019-10-02T12:55:03+02:00";91300.003;null;null
"2019-10-02T12:55:10+02:00";null;null;92896
"2019-10-02T12:55:29+02:00";null;97534;null
"2019-10-02T12:55:33+02:00";93000;null;null
"2019-10-02T12:55:40+02:00";null;null;93256
"2019-10-02T12:55:59+02:00";null;97791;null
"2019-10-02T12:56:03+02:00";92599.998;null;null
"2019-10-02T12:56:10+02:00";null;null;94252
"2019-10-02T12:56:29+02:00";null;97141;null
"2019-10-02T12:56:33+02:00";94099.998;null;null
"2019-10-02T12:56:40+02:00";null;null;94238
"2019-10-02T12:56:59+02:00";null;96622;null
"2019-10-02T12:57:03+02:00";94500;null;null
"2019-10-02T12:57:10+02:00";null;null;94078
"2019-10-02T12:57:29+02:00";null;97094;null
"2019-10-02T12:57:33+02:00";94599.998;null;null
"2019-10-02T12:57:40+02:00";null;null;94610
"2019-10-02T12:57:59+02:00";null;97710;null
"2019-10-02T12:58:03+02:00";93700.005;null;null
"2019-10-02T12:58:10+02:00";null;null;93226
"2019-10-02T12:58:29+02:00";null;97137;null
"2019-10-02T12:58:33+02:00";94599.998;null;null
"2019-10-02T12:58:40+02:00";null;null;92811
"2019-10-02T12:58:59+02:00";null;97402;null
"2019-10-02T12:59:03+02:00";93599.998;null;null
"2019-10-02T12:59:10+02:00";null;null;93829
"2019-10-02T12:59:29+02:00";null;97009;null
"2019-10-02T12:59:33+02:00";94099.998;null;null
"2019-10-02T12:59:40+02:00";null;null;94267
"2019-10-02T12:59:59+02:00";null;96942;null
"2019-10-02T13:00:03+02:00";93700.005;null;null
"2019-10-02T13:00:10+02:00";null;null;94509
"2019-10-02T13:00:29+02:00";null;97030;null
"2019-10-02T13:00:33+02:00";94300.003;null;null
"2019-10-02T13:00:40+02:00";null;null;93757
"2019-10-02T13:00:59+02:00";null;96233;null
"2019-10-02T13:01:03+02:00";94700.005;null;null
"2019-10-02T13:01:10+02:00";null;null;93517
"2019-10-02T13:01:29+02:00";null;97838;null
"2019-10-02T13:01:33+02:00";95200.005;null;null
"2019-10-02T13:01:40+02:00";null;null;94317
"2019-10-02T13:01:59+02:00";null;96527;null
"2019-10-02T13:02:03+02:00";93900.002;null;null
"2019-10-02T13:02:10+02:00";null;null;94457
"2019-10-02T13:02:29+02:00";null;96859;null
"2019-10-02T13:02:33+02:00";94000;null;null
"2019-10-02T13:02:40+02:00";null;null;93860
"2019-10-02T13:02:59+02:00";null;97204;null
"2019-10-02T13:03:03+02:00";94200.005;null;null
"2019-10-02T13:03:10+02:00";null;null;93527
"2019-10-02T13:03:29+02:00";null;97431;null
"2019-10-02T13:03:33+02:00";94500;null;null
"2019-10-02T13:03:40+02:00";null;null;94026
"2019-10-02T13:03:59+02:00";null;97717;null
"2019-10-02T13:04:03+02:00";94200.005;null;null
"2019-10-02T13:04:10+02:00";null;null;94845
"2019-10-02T13:04:29+02:00";null;97216;null
"2019-10-02T13:04:33+02:00";94200.005;null;null
"2019-10-02T13:04:40+02:00";null;null;95310
"2019-10-02T13:04:59+02:00";null;96211;null
"2019-10-02T13:05:03+02:00";94000;null;null
"2019-10-02T13:05:10+02:00";null;null;94193
"2019-10-02T13:05:29+02:00";null;97684;null
"2019-10-02T13:05:33+02:00";94200.005;null;null
"2019-10-02T13:05:40+02:00";null;null;93285
"2019-10-02T13:05:59+02:00";null;96331;null
"2019-10-02T13:06:03+02:00";94800.003;null;null
"2019-10-02T13:06:10+02:00";null;null;93278
"2019-10-02T13:06:29+02:00";null;97146;null
"2019-10-02T13:06:33+02:00";94500;null;null
"2019-10-02T13:06:40+02:00";null;null;93453
"2019-10-02T13:06:59+02:00";null;96699;null
"2019-10-02T13:07:03+02:00";94599.998;null;null
"2019-10-02T13:07:10+02:00";null;null;93602
"2019-10-02T13:07:29+02:00";null;96951;null
"2019-10-02T13:07:33+02:00";94700.005;null;null
"2019-10-02T13:07:40+02:00";null;null;93534
"2019-10-02T13:07:59+02:00";null;97869;null
"2019-10-02T13:08:03+02:00";94599.998;null;null
"2019-10-02T13:08:10+02:00";null;null;94000
"2019-10-02T13:08:29+02:00";null;97153;null
"2019-10-02T13:08:33+02:00";94200.005;null;null
"2019-10-02T13:08:40+02:00";null;null;95146
"2019-10-02T13:08:59+02:00";null;96655;null
"2019-10-02T13:09:03+02:00";93599.998;null;null
"2019-10-02T13:09:10+02:00";null;null;95431
"2019-10-02T13:09:29+02:00";null;96698;null
"2019-10-02T13:09:33+02:00";93900.002;null;null
"2019-10-02T13:09:40+02:00";null;null;93997
"2019-10-02T13:09:59+02:00";null;97771;null
"2019-10-02T13:10:03+02:00";93900.002;null;null
"2019-10-02T13:10:10+02:00";null;null;93575
"2019-10-02T13:10:29+02:00";null;96831;null
"2019-10-02T13:10:33+02:00";93599.998;null;null
"2019-10-02T13:10:40+02:00";null;null;93991
"2019-10-02T13:10:59+02:00";null;97266;null
"2019-10-02T13:11:03+02:00";93800.003;null;null
"2019-10-02T13:11:10+02:00";null;null;93629
"2019-10-02T13:11:29+02:00";null;97375;null
"2019-10-02T13:11:33+02:00";93200.005;null;null
"2019-10-02T13:11:40+02:00";null;null;92959
"2019-10-02T13:11:59+02:00";null;96375;null
"2019-10-02T13:12:03+02:00";93800.003;null;null
"2019-10-02T13:12:10+02:00";null;null;91994
"2019-10-02T13:12:29+02:00";null;97397;null
"2019-10-02T13:12:33+02:00";93599.998;null;null
"2019-10-02T13:12:40+02:00";null;null;92852
"2019-10-02T13:12:59+02:00";null;98908;null
"2019-10-02T13:13:03+02:00";94200.005;null;null
"2019-10-02T13:13:10+02:00";null;null;94471
"2019-10-02T13:13:29+02:00";null;96928;null
"2019-10-02T13:13:33+02:00";93800.003;null;null
"2019-10-02T13:13:40+02:00";null;null;94479
"2019-10-02T13:13:59+02:00";null;97415;null
"2019-10-02T13:14:03+02:00";94000;null;null
"2019-10-02T13:14:10+02:00";null;null;94281
"2019-10-02T13:14:29+02:00";null;96973;null
"2019-10-02T13:14:33+02:00";93599.998;null;null
"2019-10-02T13:14:40+02:00";null;null;93915
"2019-10-02T13:14:59+02:00";null;97144;null
"2019-10-02T13:15:03+02:00";93200.005;null;null
"2019-10-02T13:15:10+02:00";null;null;92452
"2019-10-02T13:15:29+02:00";null;96919;null
"2019-10-02T13:15:33+02:00";92400.002;null;null
"2019-10-02T13:15:40+02:00";null;null;92584
"2019-10-02T13:15:59+02:00";null;97660;null
"2019-10-02T13:16:03+02:00";92200.005;null;null
"2019-10-02T13:16:10+02:00";null;null;93371
"2019-10-02T13:16:29+02:00";null;97127;null
"2019-10-02T13:16:33+02:00";92500;null;null
"2019-10-02T13:16:40+02:00";null;null;93106
"2019-10-02T13:16:59+02:00";null;97625;null
"2019-10-02T13:17:03+02:00";92000;null;null
"2019-10-02T13:17:10+02:00";null;null;93980
"2019-10-02T13:17:29+02:00";null;96832;null
"2019-10-02T13:17:33+02:00";92300.003;null;null
"2019-10-02T13:17:40+02:00";null;null;94670
"2019-10-02T13:17:59+02:00";null;94960;null
"2019-10-02T13:18:03+02:00";92599.998;null;null
"2019-10-02T13:18:10+02:00";null;null;92841
"2019-10-02T13:18:29+02:00";null;97603;null
"2019-10-02T13:18:33+02:00";94000;null;null
"2019-10-02T13:18:40+02:00";null;null;92279
"2019-10-02T13:18:59+02:00";null;96979;null
"2019-10-02T13:19:03+02:00";94900.002;null;null
"2019-10-02T13:19:10+02:00";null;null;94493
"2019-10-02T13:19:29+02:00";null;96878;null
"2019-10-02T13:19:33+02:00";94700.005;null;null
"2019-10-02T13:19:40+02:00";null;null;94977
"2019-10-02T13:19:59+02:00";null;96840;null
"2019-10-02T13:20:03+02:00";95500;null;null
"2019-10-02T13:20:10+02:00";null;null;94313
"2019-10-02T13:20:29+02:00";null;97925;null
"2019-10-02T13:20:33+02:00";94599.998;null;null
"2019-10-02T13:20:40+02:00";null;null;93704
"2019-10-02T13:20:59+02:00";null;96748;null
"2019-10-02T13:21:03+02:00";94300.003;null;null
"2019-10-02T13:21:10+02:00";null;null;93512
"2019-10-02T13:21:29+02:00";null;97082;null
"2019-10-02T13:21:33+02:00";94700.005;null;null
"2019-10-02T13:21:40+02:00";null;null;93320
"2019-10-02T13:21:59+02:00";null;97420;null
"2019-10-02T13:22:03+02:00";94200.005;null;null
"2019-10-02T13:22:10+02:00";null;null;94241
"2019-10-02T13:22:29+02:00";null;97276;null
"2019-10-02T13:22:33+02:00";94700.005;null;null
"2019-10-02T13:22:40+02:00";null;null;94267
"2019-10-02T13:22:59+02:00";null;97011;null
"2019-10-02T13:23:03+02:00";94700.005;null;null
"2019-10-02T13:23:10+02:00";null;null;93654
"2019-10-02T13:23:29+02:00";null;95036;null
"2019-10-02T13:23:33+02:00";95300.003;null;null
"2019-10-02T13:23:40+02:00";null;null;96624
"2019-10-02T13:23:59+02:00";null;105834;null
"2019-10-02T13:24:03+02:00";95300.003;null;null
"2019-10-02T13:24:10+02:00";null;null;102423
"2019-10-02T13:24:29+02:00";null;105544;null
"2019-10-02T13:24:33+02:00";94599.998;null;null
"2019-10-02T13:24:40+02:00";null;null;102989
"2019-10-02T13:24:59+02:00";null;106545;null
"2019-10-02T13:25:03+02:00";95099.998;null;null
"2019-10-02T13:25:10+02:00";null;null;104115
"2019-10-02T13:25:29+02:00";null;104535;null
"2019-10-02T13:25:33+02:00";94700.005;null;null
"2019-10-02T13:25:40+02:00";null;null;103866
"2019-10-02T13:25:59+02:00";null;106293;null
"2019-10-02T13:26:03+02:00";94900.002;null;null
"2019-10-02T13:26:10+02:00";null;null;104291
"2019-10-02T13:26:29+02:00";null;106075;null
"2019-10-02T13:26:33+02:00";95900.002;null;null
"2019-10-02T13:26:40+02:00";null;null;104614
"2019-10-02T13:26:59+02:00";null;107163;null
"2019-10-02T13:27:03+02:00";97500;null;null
"2019-10-02T13:27:10+02:00";null;null;103174
"2019-10-02T13:27:29+02:00";null;107170;null
"2019-10-02T13:27:33+02:00";98200.005;null;null
"2019-10-02T13:27:40+02:00";null;null;103275
"2019-10-02T13:27:59+02:00";null;107477;null
"2019-10-02T13:28:03+02:00";97500;null;null
"2019-10-02T13:28:10+02:00";null;null;103553
"2019-10-02T13:28:29+02:00";null;106503;null
"2019-10-02T13:28:33+02:00";98599.998;null;null
"2019-10-02T13:28:40+02:00";null;null;103247
"2019-10-02T13:28:59+02:00";null;107416;null
"2019-10-02T13:29:03+02:00";98300.003;null;null
"2019-10-02T13:29:10+02:00";null;null;103482
"2019-10-02T13:29:29+02:00";null;106896;null
"2019-10-02T13:29:33+02:00";99300.003;null;null
"2019-10-02T13:29:40+02:00";null;null;103787
"2019-10-02T13:29:59+02:00";null;107157;null
"2019-10-02T13:30:03+02:00";99300.003;null;null
"2019-10-02T13:30:10+02:00";null;null;103529
"2019-10-02T13:30:29+02:00";null;106585;null
"2019-10-02T13:30:33+02:00";99300.003;null;null
"2019-10-02T13:30:40+02:00";null;null;103813
"2019-10-02T13:30:59+02:00";null;107425;null
"2019-10-02T13:31:03+02:00";100200.005;null;null
"2019-10-02T13:31:10+02:00";null;null;103830
"2019-10-02T13:31:29+02:00";null;107542;null
"2019-10-02T13:31:33+02:00";100200.005;null;null
"2019-10-02T13:31:40+02:00";null;null;103421
"2019-10-02T13:31:59+02:00";null;107280;null
"2019-10-02T13:32:03+02:00";99500;null;null
"2019-10-02T13:32:10+02:00";null;null;102967
"2019-10-02T13:32:29+02:00";null;107196;null
"2019-10-02T13:32:33+02:00";100200.005;null;null
